,img1,img2,distance
349,appositusmale.png,balteatusmale3.png,[0.04916188]
350,auricomusmale1.png,balteatusmale3.png,[0.04342326]
351,auricomusmale2.png,balteatusmale3.png,[0.02916581]
352,balteatusmale1.png,balteatusmale3.png,[0.03288236]
353,balteatusmale2.png,balteatusmale3.png,[0.01099123]
354,balteatusmale3.png,balteatusmale3.png,[0.]
355,bifariusmale1.png,balteatusmale3.png,[0.05092507]
356,bifariusmale2.png,balteatusmale3.png,[0.03935131]
357,bifariusmale3.png,balteatusmale3.png,[0.04275685]
358,bifariusmale4.png,balteatusmale3.png,[0.03171974]
359,bifariusmale5.png,balteatusmale3.png,[0.04785928]
360,bimaculatusmale.png,balteatusmale3.png,[0.04565344]
361,borealismale.png,balteatusmale3.png,[0.04297932]
362,californicusmale1.png,balteatusmale3.png,[0.03486391]
363,caliginosusmale.png,balteatusmale3.png,[0.04275261]
364,centralismale1.png,balteatusmale3.png,[0.06108718]
365,centralismale2.png,balteatusmale3.png,[0.02708883]
366,crotchiimale1.png,balteatusmale3.png,[0.02266631]
367,crotchiimale2.png,balteatusmale3.png,[0.01583172]
368,crotchiimale3.png,balteatusmale3.png,[0.02140475]
369,fervidusmale1.png,balteatusmale3.png,[0.05607383]
370,flavifronsmale1.png,balteatusmale3.png,[0.03319225]
371,flavifronsmale2.png,balteatusmale3.png,[0.03456602]
372,flavifronsmale3.png,balteatusmale3.png,[0.03581249]
373,flavifronsmale4.png,balteatusmale3.png,[0.03285864]
374,franklinimale.png,balteatusmale3.png,[0.07028419]
375,fraternusmale1.png,balteatusmale3.png,[0.02044246]
376,fraternusmale2.png,balteatusmale3.png,[0.02333964]
377,frigidusmale.png,balteatusmale3.png,[0.0107811]
378,griseocollismale.png,balteatusmale3.png,[0.04301217]
379,huntiimale.png,balteatusmale3.png,[0.03579781]
380,impatiensmale.png,balteatusmale3.png,[0.04166879]
381,melanopygusmale1.png,balteatusmale3.png,[0.03510997]
382,melanopygusmale2.png,balteatusmale3.png,[0.03929221]
383,melanopygusmale3.png,balteatusmale3.png,[0.03698694]
384,melanopygusmale4.png,balteatusmale3.png,[0.02591377]
385,melanopygusmale5.png,balteatusmale3.png,[0.02802042]
386,mixtusmale.png,balteatusmale3.png,[0.00680331]
387,morrisonimale.png,balteatusmale3.png,[0.04682435]
388,nevadensismale.png,balteatusmale3.png,[0.02541309]
389,occidentalismale.png,balteatusmale3.png,[0.05204433]
390,pensylvanicusmale.png,balteatusmale3.png,[0.0642083]
391,perplexusmale.png,balteatusmale3.png,[0.02649169]
392,rufocinctusmale1.png,balteatusmale3.png,[0.03559332]
393,rufocinctusmale2.png,balteatusmale3.png,[0.03589496]
394,rufocinctusmale3.png,balteatusmale3.png,[0.02182415]
395,sandersonimale.png,balteatusmale3.png,[0.01822026]
396,sitkensismale1.png,balteatusmale3.png,[0.04744826]
397,sitkensismale2.png,balteatusmale3.png,[0.02305634]
398,sylvicolamale1.png,balteatusmale3.png,[0.03373991]
399,sylvicolamale2.png,balteatusmale3.png,[0.02138704]
400,sylvicolamale3.png,balteatusmale3.png,[0.03425216]
401,ternariusmale.png,balteatusmale3.png,[0.03022883]
402,terricolamale.png,balteatusmale3.png,[0.0245567]
403,vagansmale.png,balteatusmale3.png,[0.02116653]
404,vandykeimale.png,balteatusmale3.png,[0.04142338]
405,vosnesenskiimale.png,balteatusmale3.png,[0.03630695]
406,affinismale.png,bifariusmale1.png,[0.04447435]
407,appositusmale.png,bifariusmale1.png,[0.0538576]
408,auricomusmale1.png,bifariusmale1.png,[0.05747999]
409,auricomusmale2.png,bifariusmale1.png,[0.0276635]
410,balteatusmale1.png,bifariusmale1.png,[0.06421207]
411,balteatusmale2.png,bifariusmale1.png,[0.04336319]
412,balteatusmale3.png,bifariusmale1.png,[0.05092507]
413,bifariusmale1.png,bifariusmale1.png,[0.]
414,bifariusmale2.png,bifariusmale1.png,[0.02005373]
415,bifariusmale3.png,bifariusmale1.png,[0.01103397]
416,bifariusmale4.png,bifariusmale1.png,[0.02136842]
417,bifariusmale5.png,bifariusmale1.png,[0.01183568]
418,bimaculatusmale.png,bifariusmale1.png,[0.04430181]
419,borealismale.png,bifariusmale1.png,[0.05008762]
420,californicusmale1.png,bifariusmale1.png,[0.02189576]
421,caliginosusmale.png,bifariusmale1.png,[0.03530032]
422,centralismale1.png,bifariusmale1.png,[0.08073173]
423,centralismale2.png,bifariusmale1.png,[0.03719433]
424,crotchiimale1.png,bifariusmale1.png,[0.05287512]
425,crotchiimale2.png,bifariusmale1.png,[0.04238454]
426,crotchiimale3.png,bifariusmale1.png,[0.04722669]
427,fervidusmale1.png,bifariusmale1.png,[0.06693357]
428,flavifronsmale1.png,bifariusmale1.png,[0.04689796]
429,flavifronsmale2.png,bifariusmale1.png,[0.0274628]
430,flavifronsmale3.png,bifariusmale1.png,[0.03266451]
431,flavifronsmale4.png,bifariusmale1.png,[0.02449646]
432,franklinimale.png,bifariusmale1.png,[0.0641759]
433,fraternusmale1.png,bifariusmale1.png,[0.03721271]
434,fraternusmale2.png,bifariusmale1.png,[0.0477353]
435,frigidusmale.png,bifariusmale1.png,[0.05009674]
436,griseocollismale.png,bifariusmale1.png,[0.05145544]
437,huntiimale.png,bifariusmale1.png,[0.03322466]
438,impatiensmale.png,bifariusmale1.png,[0.05716572]
439,melanopygusmale1.png,bifariusmale1.png,[0.04161565]
440,melanopygusmale2.png,bifariusmale1.png,[0.05089737]
441,melanopygusmale3.png,bifariusmale1.png,[0.04831734]
442,melanopygusmale4.png,bifariusmale1.png,[0.03201614]
443,melanopygusmale5.png,bifariusmale1.png,[0.01827749]
444,mixtusmale.png,bifariusmale1.png,[0.04695518]
445,morrisonimale.png,bifariusmale1.png,[0.05337602]
446,nevadensismale.png,bifariusmale1.png,[0.05138972]
447,occidentalismale.png,bifariusmale1.png,[0.08412696]
448,pensylvanicusmale.png,bifariusmale1.png,[0.08171991]
449,perplexusmale.png,bifariusmale1.png,[0.05187391]
450,rufocinctusmale1.png,bifariusmale1.png,[0.04033738]
451,rufocinctusmale2.png,bifariusmale1.png,[0.04563332]
452,rufocinctusmale3.png,bifariusmale1.png,[0.0467859]
453,sandersonimale.png,bifariusmale1.png,[0.03106451]
454,sitkensismale1.png,bifariusmale1.png,[0.06809808]
455,sitkensismale2.png,bifariusmale1.png,[0.0653495]
456,sylvicolamale1.png,bifariusmale1.png,[0.03428785]
457,sylvicolamale2.png,bifariusmale1.png,[0.0331006]
458,sylvicolamale3.png,bifariusmale1.png,[0.0204008]
459,ternariusmale.png,bifariusmale1.png,[0.03692535]
