img1,img2,distance
melanopygusmale4.png,balteatusmale1.png,0
melanopygusmale5.png,balteatusmale1.png,0
mixtusmale.png,balteatusmale1.png,0
morrisonimale.png,balteatusmale1.png,0
nevadensismale.png,balteatusmale1.png,0
occidentalismale.png,balteatusmale1.png,0
pensylvanicusmale.png,balteatusmale1.png,0
perplexusmale.png,balteatusmale1.png,0
rufocinctusmale1.png,balteatusmale1.png,0
rufocinctusmale2.png,balteatusmale1.png,0
rufocinctusmale3.png,balteatusmale1.png,0
sandersonimale.png,balteatusmale1.png,0
sitkensismale1.png,balteatusmale1.png,0
sitkensismale2.png,balteatusmale1.png,0
sylvicolamale1.png,balteatusmale1.png,0
sylvicolamale2.png,balteatusmale1.png,0
sylvicolamale3.png,balteatusmale1.png,0
ternariusmale.png,balteatusmale1.png,0
terricolamale.png,balteatusmale1.png,0
vagansmale.png,balteatusmale1.png,0
vandykeimale.png,balteatusmale1.png,0
vosnesenskiimale.png,balteatusmale1.png,0
affinismale.png,balteatusmale2.png,0
appositusmale.png,balteatusmale2.png,0
auricomusmale1.png,balteatusmale2.png,0
auricomusmale2.png,balteatusmale2.png,0
balteatusmale1.png,balteatusmale2.png,0
balteatusmale2.png,balteatusmale2.png,0
balteatusmale3.png,balteatusmale2.png,0
bifariusmale1.png,balteatusmale2.png,0
bifariusmale2.png,balteatusmale2.png,0
bifariusmale3.png,balteatusmale2.png,0
bifariusmale4.png,balteatusmale2.png,0
bifariusmale5.png,balteatusmale2.png,0
bimaculatusmale.png,balteatusmale2.png,0
borealismale.png,balteatusmale2.png,0
californicusmale1.png,balteatusmale2.png,0
caliginosusmale.png,balteatusmale2.png,0
centralismale1.png,balteatusmale2.png,0
centralismale2.png,balteatusmale2.png,0
crotchiimale1.png,balteatusmale2.png,0
crotchiimale2.png,balteatusmale2.png,0
crotchiimale3.png,balteatusmale2.png,0
fervidusmale1.png,balteatusmale2.png,0
flavifronsmale1.png,balteatusmale2.png,0
flavifronsmale2.png,balteatusmale2.png,0
flavifronsmale3.png,balteatusmale2.png,0
flavifronsmale4.png,balteatusmale2.png,0
franklinimale.png,balteatusmale2.png,0
fraternusmale1.png,balteatusmale2.png,0
fraternusmale2.png,balteatusmale2.png,0
frigidusmale.png,balteatusmale2.png,0
griseocollismale.png,balteatusmale2.png,0
huntiimale.png,balteatusmale2.png,0
impatiensmale.png,balteatusmale2.png,0
melanopygusmale1.png,balteatusmale2.png,0
melanopygusmale2.png,balteatusmale2.png,0
melanopygusmale3.png,balteatusmale2.png,0
melanopygusmale4.png,balteatusmale2.png,0
melanopygusmale5.png,balteatusmale2.png,0
mixtusmale.png,balteatusmale2.png,0
morrisonimale.png,balteatusmale2.png,0
nevadensismale.png,balteatusmale2.png,0
occidentalismale.png,balteatusmale2.png,0
pensylvanicusmale.png,balteatusmale2.png,0
perplexusmale.png,balteatusmale2.png,0
rufocinctusmale1.png,balteatusmale2.png,0
rufocinctusmale2.png,balteatusmale2.png,0
rufocinctusmale3.png,balteatusmale2.png,0
sandersonimale.png,balteatusmale2.png,0
sitkensismale1.png,balteatusmale2.png,0
sitkensismale2.png,balteatusmale2.png,0
sylvicolamale1.png,balteatusmale2.png,0
sylvicolamale2.png,balteatusmale2.png,0
sylvicolamale3.png,balteatusmale2.png,0
ternariusmale.png,balteatusmale2.png,0
terricolamale.png,balteatusmale2.png,0
vagansmale.png,balteatusmale2.png,0
vandykeimale.png,balteatusmale2.png,0
vosnesenskiimale.png,balteatusmale2.png,0
affinismale.png,balteatusmale3.png,0
appositusmale.png,balteatusmale3.png,0
auricomusmale1.png,balteatusmale3.png,0
auricomusmale2.png,balteatusmale3.png,0
balteatusmale1.png,balteatusmale3.png,0
balteatusmale2.png,balteatusmale3.png,0
balteatusmale3.png,balteatusmale3.png,0
bifariusmale1.png,balteatusmale3.png,0
bifariusmale2.png,balteatusmale3.png,0
bifariusmale3.png,balteatusmale3.png,0
bifariusmale4.png,balteatusmale3.png,0
bifariusmale5.png,balteatusmale3.png,0
bimaculatusmale.png,balteatusmale3.png,0
borealismale.png,balteatusmale3.png,0
californicusmale1.png,balteatusmale3.png,0
caliginosusmale.png,balteatusmale3.png,0
centralismale1.png,balteatusmale3.png,0
centralismale2.png,balteatusmale3.png,0
crotchiimale1.png,balteatusmale3.png,0
crotchiimale2.png,balteatusmale3.png,0
crotchiimale3.png,balteatusmale3.png,0
fervidusmale1.png,balteatusmale3.png,0
flavifronsmale1.png,balteatusmale3.png,0
flavifronsmale2.png,balteatusmale3.png,0
flavifronsmale3.png,balteatusmale3.png,0
flavifronsmale4.png,balteatusmale3.png,0
franklinimale.png,balteatusmale3.png,0
fraternusmale1.png,balteatusmale3.png,0
fraternusmale2.png,balteatusmale3.png,0
frigidusmale.png,balteatusmale3.png,0
griseocollismale.png,balteatusmale3.png,0
huntiimale.png,balteatusmale3.png,0
impatiensmale.png,balteatusmale3.png,0
melanopygusmale1.png,balteatusmale3.png,0
melanopygusmale2.png,balteatusmale3.png,0
melanopygusmale3.png,balteatusmale3.png,0
melanopygusmale4.png,balteatusmale3.png,0
melanopygusmale5.png,balteatusmale3.png,0
mixtusmale.png,balteatusmale3.png,0
morrisonimale.png,balteatusmale3.png,0
nevadensismale.png,balteatusmale3.png,0
occidentalismale.png,balteatusmale3.png,0
pensylvanicusmale.png,balteatusmale3.png,0
perplexusmale.png,balteatusmale3.png,0
rufocinctusmale1.png,balteatusmale3.png,0
rufocinctusmale2.png,balteatusmale3.png,0
rufocinctusmale3.png,balteatusmale3.png,0
sandersonimale.png,balteatusmale3.png,0
sitkensismale1.png,balteatusmale3.png,0
sitkensismale2.png,balteatusmale3.png,0
sylvicolamale1.png,balteatusmale3.png,0
sylvicolamale2.png,balteatusmale3.png,0
sylvicolamale3.png,balteatusmale3.png,0
ternariusmale.png,balteatusmale3.png,0
terricolamale.png,balteatusmale3.png,0
vagansmale.png,balteatusmale3.png,0
vandykeimale.png,balteatusmale3.png,0
vosnesenskiimale.png,balteatusmale3.png,0
affinismale.png,bifariusmale1.png,0
appositusmale.png,bifariusmale1.png,0
auricomusmale1.png,bifariusmale1.png,0
auricomusmale2.png,bifariusmale1.png,0
balteatusmale1.png,bifariusmale1.png,0
balteatusmale2.png,bifariusmale1.png,0
balteatusmale3.png,bifariusmale1.png,0
